Date, Open, High, Low, Close
1/3/2017,2251.57,2263.88,2245.13,2257.83
1/4/2017,2261.6,2272.82,2261.6,2270.75
1/5/2017,2268.18,2271.5,2260.45,2269
1/6/2017,2271.14,2282.1,2264.06,2276.98
1/9/2017,2273.59,2275.49,2268.9,2268.9
1/10/2017,2269.72,2279.27,2265.27,2268.9
1/11/2017,2268.6,2275.32,2260.83,2275.32
1/12/2017,2271.14,2271.78,2254.25,2270.44
1/13/2017,2272.74,2278.68,2271.51,2274.64
1/17/2017,2269.14,2272.08,2262.81,2267.89
1/18/2017,2269.14,2272.01,2263.35,2271.89
1/19/2017,2271.9,2274.33,2258.41,2263.69
1/20/2017,2269.96,2276.96,2265.01,2271.31
1/23/2017,2267.78,2271.78,2257.02,2265.2
1/24/2017,2267.88,2284.63,2266.68,2280.07
1/25/2017,2288.88,2299.55,2288.88,2298.37
1/26/2017,2298.63,2300.99,2294.08,2296.68
1/27/2017,2299.02,2299.02,2291.62,2294.69
1/30/2017,2286.01,2286.01,2268.04,2280.9
1/31/2017,2274.02,2279.09,2267.21,2278.87
2/1/2017,2285.59,2289.14,2272.44,2279.55
2/2/2017,2276.69,2283.97,2271.65,2280.85
2/3/2017,2288.54,2298.31,2287.88,2297.42
2/6/2017,2294.28,2296.18,2288.57,2292.56
2/7/2017,2295.87,2299.4,2290.16,2293.08
2/8/2017,2289.55,2295.91,2285.38,2294.67
2/9/2017,2296.7,2311.08,2296.61,2307.87
2/10/2017,2312.27,2319.23,2311.1,2316.1
2/13/2017,2321.72,2331.58,2321.42,2328.25
2/14/2017,2326.12,2337.58,2322.17,2337.58
2/15/2017,2335.58,2351.3,2334.81,2349.25
2/16/2017,2349.64,2351.31,2338.87,2347.22
2/17/2017,2343.01,2351.16,2339.58,2351.16
2/21/2017,2354.91,2366.71,2354.91,2365.38
2/22/2017,2361.11,2365.13,2358.34,2362.82
2/23/2017,2367.5,2368.26,2355.09,2363.81
2/24/2017,2355.73,2367.34,2352.87,2367.34
2/27/2017,2365.23,2371.54,2361.87,2369.75
2/28/2017,2366.08,2367.79,2358.96,2363.64
3/1/2017,2380.13,2400.98,2380.13,2395.96
3/2/2017,2394.75,2394.75,2380.17,2381.92
3/3/2017,2380.92,2383.89,2375.39,2383.12
3/6/2017,2375.23,2378.8,2367.98,2375.31
3/7/2017,2370.74,2375.12,2365.51,2368.39
3/8/2017,2369.81,2373.09,2361.01,2362.98
3/9/2017,2363.49,2369.08,2354.54,2364.87
3/10/2017,2372.52,2376.86,2363.04,2372.6
3/13/2017,2371.56,2374.42,2368.52,2373.47
3/14/2017,2368.55,2368.55,2358.18,2365.45
3/15/2017,2370.34,2390.01,2368.94,2385.26
3/16/2017,2387.71,2388.1,2377.18,2381.38
3/17/2017,2383.71,2385.71,2377.64,2378.25
3/20/2017,2378.24,2379.55,2369.66,2373.47
3/21/2017,2379.32,2381.93,2341.9,2344.02
3/22/2017,2343,2351.81,2336.45,2348.45
3/23/2017,2345.97,2358.92,2342.13,2345.96
3/24/2017,2350.42,2356.22,2335.74,2343.98
3/27/2017,2329.11,2344.9,2322.25,2341.59
3/28/2017,2339.79,2363.78,2337.63,2358.57
3/29/2017,2356.54,2363.36,2352.94,2361.13
3/30/2017,2361.31,2370.42,2358.58,2368.06
3/31/2017,2364.82,2370.35,2362.6,2362.72
4/3/2017,2362.34,2365.87,2344.73,2358.84
4/4/2017,2354.76,2360.53,2350.72,2360.16
4/5/2017,2366.59,2378.36,2350.52,2352.95
4/6/2017,2353.79,2364.16,2348.9,2357.49
4/7/2017,2356.59,2363.76,2350.74,2355.54
4/10/2017,2357.16,2366.37,2351.5,2357.16
4/11/2017,2353.92,2355.22,2337.25,2353.78
4/12/2017,2352.15,2352.72,2341.18,2344.93
4/13/2017,2341.98,2348.26,2328.95,2328.95
4/17/2017,2332.62,2349.14,2332.51,2349.01
4/18/2017,2342.53,2348.35,2334.54,2342.19
4/19/2017,2346.79,2352.63,2335.05,2338.17
4/20/2017,2342.69,2361.37,2340.91,2355.84
4/21/2017,2354.74,2356.18,2344.51,2348.69
4/24/2017,2370.33,2376.98,2369.19,2374.15
4/25/2017,2381.51,2392.48,2381.15,2388.61
4/26/2017,2388.98,2398.16,2386.76,2387.45
4/27/2017,2389.7,2392.1,2382.68,2388.77
4/28/2017,2393.68,2393.68,2382.36,2384.2
5/1/2017,2388.5,2394.49,2384.83,2388.33
5/2/2017,2391.05,2392.93,2385.82,2391.17
5/3/2017,2386.5,2389.82,2379.75,2388.13
5/4/2017,2389.79,2391.43,2380.35,2389.52
5/5/2017,2392.37,2399.29,2389.38,2399.29
5/8/2017,2399.94,2401.36,2393.92,2399.38
5/9/2017,2401.58,2403.87,2392.44,2396.92
5/10/2017,2396.79,2399.74,2392.79,2399.63
5/11/2017,2394.84,2395.72,2381.74,2394.44
5/12/2017,2392.44,2392.44,2387.19,2390.9
5/15/2017,2393.98,2404.05,2393.94,2402.32
5/16/2017,2404.55,2405.77,2396.05,2400.67
5/17/2017,2382.95,2384.87,2356.21,2357.03
5/18/2017,2354.69,2375.74,2352.72,2365.72
5/19/2017,2371.37,2389.06,2370.43,2381.73
5/22/2017,2387.21,2395.46,2386.92,2394.02
5/23/2017,2397.04,2400.85,2393.88,2398.42
5/24/2017,2401.41,2405.58,2397.99,2404.39
5/25/2017,2409.54,2418.71,2408.01,2415.07
5/26/2017,2414.5,2416.68,2412.2,2415.82
5/30/2017,2411.67,2415.26,2409.43,2412.91
5/31/2017,2415.63,2415.99,2403.59,2411.8
6/1/2017,2415.65,2430.06,2413.54,2430.06
6/2/2017,2431.28,2440.23,2427.71,2439.07
6/5/2017,2437.83,2439.55,2434.32,2436.1
6/6/2017,2431.92,2436.21,2428.12,2429.33
6/7/2017,2432.03,2435.28,2424.75,2433.14
6/8/2017,2434.27,2439.27,2427.94,2433.79
6/9/2017,2436.39,2446.2,2415.7,2431.77
6/12/2017,2425.88,2430.38,2419.97,2429.39
6/13/2017,2434.15,2441.49,2431.28,2440.35
6/14/2017,2443.75,2443.75,2428.34,2437.92
6/15/2017,2424.14,2433.95,2418.53,2432.46
6/16/2017,2431.24,2433.15,2422.88,2433.15
6/19/2017,2442.55,2453.82,2441.79,2453.46
6/20/2017,2450.66,2450.66,2436.6,2437.03
6/21/2017,2439.31,2442.23,2430.74,2435.61
6/22/2017,2437.4,2441.62,2433.27,2434.5
6/23/2017,2434.65,2441.4,2431.11,2438.3
6/26/2017,2443.32,2450.42,2437.03,2439.07
6/27/2017,2436.34,2440.15,2419.38,2419.38
6/28/2017,2428.7,2442.97,2428.02,2440.69
6/29/2017,2442.38,2442.73,2405.7,2419.7
6/30/2017,2429.2,2432.71,2421.65,2423.41
7/3/2017,2431.39,2439.17,2428.69,2429.01
7/5/2017,2430.78,2434.9,2422.05,2432.54
7/6/2017,2423.44,2424.28,2407.7,2409.75
7/7/2017,2413.52,2426.92,2413.52,2425.18
7/10/2017,2424.51,2432,2422.27,2427.43
7/11/2017,2427.35,2429.3,2412.79,2425.53
7/12/2017,2435.75,2445.76,2435.75,2443.25
7/13/2017,2444.99,2449.32,2441.69,2447.83
7/14/2017,2449.16,2463.54,2446.69,2459.27
7/17/2017,2459.5,2462.82,2457.16,2459.14
7/18/2017,2455.88,2460.92,2450.34,2460.61
7/19/2017,2463.85,2473.83,2463.85,2473.83
7/20/2017,2475.56,2477.62,2468.43,2473.45
7/21/2017,2467.4,2472.54,2465.06,2472.54
7/24/2017,2472.04,2473.1,2466.32,2469.91
7/25/2017,2477.88,2481.24,2474.91,2477.13
7/26/2017,2479.97,2481.69,2474.94,2477.83
7/27/2017,2482.76,2484.04,2459.93,2475.42
7/28/2017,2469.12,2473.53,2464.66,2472.1
7/31/2017,2475.94,2477.96,2468.53,2470.3
8/1/2017,2477.1,2478.51,2471.14,2476.35
8/2/2017,2480.38,2480.38,2466.48,2477.57
8/3/2017,2476.03,2476.03,2468.85,2472.16
8/4/2017,2476.88,2480,2472.08,2476.83
8/7/2017,2477.14,2480.95,2475.88,2480.91
8/8/2017,2478.35,2490.87,2470.32,2474.92
8/9/2017,2465.35,2474.41,2462.08,2474.02
8/10/2017,2465.38,2465.38,2437.75,2438.21
8/11/2017,2441.04,2448.09,2437.85,2441.32
8/14/2017,2454.96,2468.22,2454.96,2465.84
8/15/2017,2468.66,2468.9,2461.61,2464.61
8/16/2017,2468.63,2474.93,2463.86,2468.11
8/17/2017,2462.95,2465.02,2430.01,2430.01
8/18/2017,2427.64,2440.27,2420.69,2425.55
8/21/2017,2425.5,2430.58,2417.35,2428.37
8/22/2017,2433.75,2454.77,2433.67,2452.51
8/23/2017,2444.88,2448.91,2441.42,2444.04
8/24/2017,2447.91,2450.39,2436.19,2438.97
8/25/2017,2444.72,2453.96,2442.22,2443.05
8/28/2017,2447.35,2449.12,2439.03,2444.24
8/29/2017,2431.94,2449.19,2428.2,2446.3
8/30/2017,2446.06,2460.31,2443.77,2457.59
8/31/2017,2462.65,2475.01,2462.65,2471.65
9/1/2017,2474.42,2480.38,2473.85,2476.55
9/5/2017,2470.35,2471.97,2446.55,2457.85
9/6/2017,2463.83,2469.64,2459.2,2465.54
9/7/2017,2468.06,2468.62,2460.29,2465.1
9/8/2017,2462.25,2467.11,2459.4,2461.43
9/11/2017,2474.52,2488.95,2474.52,2488.11
9/12/2017,2491.94,2496.77,2490.37,2496.48
9/13/2017,2493.89,2498.37,2492.14,2498.37
9/14/2017,2494.56,2498.43,2491.35,2495.62
9/15/2017,2495.67,2500.23,2493.16,2500.23
9/18/2017,2502.51,2508.32,2499.92,2503.87
9/19/2017,2506.29,2507.84,2503.19,2506.65
9/20/2017,2506.84,2508.85,2496.67,2508.24
9/21/2017,2507.16,2507.16,2499,2500.6
9/22/2017,2497.26,2503.47,2496.54,2502.22
9/25/2017,2499.39,2502.54,2488.03,2496.66
9/26/2017,2501.04,2503.51,2495.12,2496.84
9/27/2017,2503.3,2511.75,2495.91,2507.04
9/28/2017,2503.41,2510.81,2502.93,2510.06
9/29/2017,2509.96,2519.44,2507.99,2519.36
10/2/2017,2521.2,2529.23,2520.4,2529.12
10/3/2017,2530.34,2535.13,2528.85,2534.58
10/4/2017,2533.48,2540.53,2531.8,2537.74
10/5/2017,2540.86,2552.51,2540.02,2552.07
10/6/2017,2547.44,2549.41,2543.79,2549.33
10/9/2017,2551.39,2551.82,2541.6,2544.73
10/10/2017,2549.99,2555.23,2544.86,2550.64
10/11/2017,2550.62,2555.24,2547.95,2555.24
10/12/2017,2552.88,2555.33,2548.31,2550.93
10/13/2017,2555.66,2557.65,2552.09,2553.17
10/16/2017,2555.57,2559.47,2552.64,2557.64
10/17/2017,2557.17,2559.71,2554.69,2559.36
10/18/2017,2562.87,2564.11,2559.67,2561.26
10/19/2017,2553.39,2562.36,2547.92,2562.1
10/20/2017,2567.56,2575.44,2567.56,2575.21
10/23/2017,2578.08,2578.29,2564.33,2564.98
10/24/2017,2568.66,2572.18,2565.58,2569.13
10/25/2017,2566.52,2567.4,2544,2557.15
10/26/2017,2560.08,2567.07,2559.8,2560.4
10/27/2017,2570.26,2582.98,2565.94,2581.07
10/30/2017,2577.75,2580.03,2568.25,2572.83
10/31/2017,2575.99,2578.29,2572.15,2575.26
11/1/2017,2583.21,2588.4,2574.92,2579.36
11/2/2017,2579.46,2581.11,2566.17,2579.85
11/3/2017,2581.93,2588.42,2576.77,2587.84
11/6/2017,2587.47,2593.38,2585.66,2591.13
11/7/2017,2592.11,2597.02,2584.35,2590.64
11/8/2017,2588.71,2595.47,2585.02,2594.38
11/9/2017,2584,2586.5,2566.33,2584.62
11/10/2017,2580.18,2583.81,2575.57,2582.3
11/13/2017,2576.53,2587.66,2574.48,2584.84
11/14/2017,2577.75,2579.66,2566.56,2578.87
11/15/2017,2569.45,2572.84,2557.45,2564.62
11/16/2017,2572.95,2590.09,2572.95,2585.64
11/17/2017,2582.94,2583.96,2577.62,2578.85
11/20/2017,2579.49,2584.64,2578.24,2582.14
11/21/2017,2589.17,2601.19,2589.17,2599.03
11/22/2017,2600.31,2600.94,2595.23,2597.08
11/24/2017,2600.42,2604.21,2600.42,2602.42
11/27/2017,2602.66,2606.41,2598.87,2601.42
11/28/2017,2605.94,2627.69,2605.44,2627.04
11/29/2017,2627.82,2634.89,2620.32,2626.07
11/30/2017,2633.93,2657.74,2633.93,2647.58
12/1/2017,2645.1,2650.62,2605.52,2642.22
12/4/2017,2657.19,2665.19,2639.03,2639.44
12/5/2017,2639.78,2648.72,2627.73,2629.57
12/6/2017,2626.24,2634.41,2624.75,2629.27
12/7/2017,2628.38,2640.99,2626.53,2636.98
12/8/2017,2646.21,2651.65,2644.1,2651.5
12/11/2017,2652.19,2660.33,2651.47,2659.99
12/12/2017,2661.73,2669.72,2659.78,2664.11
12/13/2017,2667.59,2671.88,2662.85,2662.85
12/14/2017,2665.87,2668.09,2652.01,2652.01
12/15/2017,2660.63,2679.63,2659.14,2675.81
12/18/2017,2685.92,2694.97,2685.92,2690.16
12/19/2017,2692.71,2694.44,2680.74,2681.47
12/20/2017,2688.18,2691.01,2676.11,2679.25
12/21/2017,2683.02,2692.64,2682.4,2684.57
12/22/2017,2684.22,2685.35,2678.13,2683.34
12/26/2017,2679.09,2682.74,2677.96,2680.5
12/27/2017,2682.1,2685.64,2678.91,2682.62
12/28/2017,2686.1,2687.66,2682.69,2687.54
12/29/2017,2689.15,2692.12,2673.61,2673.61
1/2/2018,2683.73,2695.89,2682.36,2695.81
1/3/2018,2697.85,2714.37,2697.77,2713.06
1/4/2018,2719.31,2729.29,2719.07,2723.99
1/5/2018,2731.33,2743.45,2727.92,2743.15
1/8/2018,2742.67,2748.51,2737.6,2747.71
1/9/2018,2751.15,2759.14,2747.86,2751.29
1/10/2018,2745.55,2750.8,2736.06,2748.23
1/11/2018,2752.97,2767.56,2752.78,2767.56
1/12/2018,2770.18,2787.85,2769.64,2786.24
1/16/2018,2798.96,2807.54,2768.64,2776.42
1/17/2018,2784.99,2807.04,2778.38,2802.56
1/18/2018,2802.4,2805.83,2792.56,2798.03
1/19/2018,2802.6,2810.33,2798.08,2810.3
1/22/2018,2809.16,2833.03,2808.12,2832.97
1/23/2018,2835.05,2842.24,2830.59,2839.13
1/24/2018,2845.42,2852.97,2824.81,2837.54
1/25/2018,2846.24,2848.56,2830.94,2839.25
1/26/2018,2847.48,2872.87,2846.18,2872.87
1/29/2018,2867.23,2870.62,2851.48,2853.53
1/30/2018,2832.74,2837.75,2818.27,2822.43
1/31/2018,2832.41,2839.26,2813.04,2823.81
2/1/2018,2816.45,2835.96,2812.7,2821.98
2/2/2018,2808.92,2808.92,2759.97,2762.13
2/5/2018,2741.06,2763.39,2638.17,2648.94
2/6/2018,2614.78,2701.04,2593.07,2695.14
2/7/2018,2690.95,2727.67,2681.33,2681.66
2/8/2018,2685.01,2685.27,2580.56,2581
2/9/2018,2601.78,2638.67,2532.69,2619.55
2/12/2018,2636.75,2672.61,2622.45,2656
2/13/2018,2646.27,2668.84,2637.08,2662.94
2/14/2018,2651.21,2702.1,2648.87,2698.63
2/15/2018,2713.46,2731.51,2689.82,2731.2
2/16/2018,2727.14,2754.42,2725.11,2732.22
2/20/2018,2726.01,2737.6,2706.76,2716.26
2/21/2018,2720.53,2747.75,2701.29,2701.33
2/22/2018,2710.42,2731.26,2697.77,2703.96
2/23/2018,2715.8,2747.76,2713.74,2747.3
2/26/2018,2757.37,2780.64,2753.78,2779.6
2/27/2018,2780.45,2789.15,2744.22,2744.28
2/28/2018,2753.78,2761.52,2713.54,2713.83
3/1/2018,2715.22,2730.89,2659.65,2677.67
3/2/2018,2658.89,2696.25,2647.32,2691.25
3/5/2018,2681.06,2728.09,2675.75,2720.94
3/6/2018,2730.18,2732.08,2711.26,2728.12
3/7/2018,2710.18,2730.6,2701.74,2726.8
3/8/2018,2732.75,2740.45,2722.65,2738.97
3/9/2018,2752.91,2786.57,2751.54,2786.57
3/12/2018,2790.54,2796.98,2779.26,2783.02
3/13/2018,2792.31,2801.9,2758.68,2765.31
3/14/2018,2774.06,2777.11,2744.38,2749.48
3/15/2018,2754.27,2763.03,2741.47,2747.33
3/16/2018,2750.57,2761.85,2749.97,2752.01
3/19/2018,2741.38,2741.38,2694.59,2712.92
3/20/2018,2715.05,2724.22,2710.05,2716.94
3/21/2018,2714.99,2739.14,2709.79,2711.93
3/22/2018,2691.36,2695.68,2641.59,2643.69
3/23/2018,2646.71,2657.67,2585.89,2588.26
3/26/2018,2619.35,2661.36,2601.81,2658.55
3/27/2018,2667.57,2674.78,2596.12,2612.62
3/28/2018,2611.3,2632.65,2593.06,2605
3/29/2018,2614.41,2659.07,2609.72,2640.87
4/2/2018,2633.45,2638.3,2553.8,2581.88
4/3/2018,2592.17,2619.14,2575.49,2614.45
4/4/2018,2584.04,2649.86,2573.61,2644.69
4/5/2018,2657.36,2672.08,2649.58,2662.84
4/6/2018,2645.82,2656.88,2586.27,2604.47
4/9/2018,2617.18,2653.55,2610.79,2613.16
4/10/2018,2638.41,2665.45,2635.78,2656.87
4/11/2018,2643.89,2661.43,2639.25,2642.19
4/12/2018,2653.83,2674.72,2653.83,2663.99
4/13/2018,2676.9,2680.26,2645.05,2656.3
4/16/2018,2670.1,2686.49,2665.16,2677.84
4/17/2018,2692.74,2713.34,2692.05,2706.39
4/18/2018,2710.11,2717.49,2703.63,2708.64
4/19/2018,2701.16,2702.84,2681.9,2693.13
4/20/2018,2692.56,2693.94,2660.61,2670.14
4/23/2018,2675.4,2682.86,2657.99,2670.29
4/24/2018,2680.8,2683.55,2617.32,2634.56
4/25/2018,2634.92,2645.3,2612.67,2639.4
4/26/2018,2651.65,2676.48,2647.16,2666.94
4/27/2018,2675.47,2677.35,2659.01,2669.91
4/30/2018,2675.05,2682.92,2648.04,2648.05
5/1/2018,2643.64,2655.27,2625.41,2654.8
5/2/2018,2654.24,2660.87,2631.7,2635.67
5/3/2018,2628.08,2637.14,2594.62,2629.73
5/4/2018,2621.45,2670.93,2615.32,2663.42
5/7/2018,2669.36,2683.35,2664.7,2672.63
5/8/2018,2670.26,2676.34,2655.2,2671.92
5/9/2018,2678.12,2701.27,2674.14,2697.79
5/10/2018,2705.02,2726.11,2704.54,2723.07
5/11/2018,2722.7,2732.86,2717.45,2727.72
5/14/2018,2733.37,2742.1,2725.47,2730.13
5/15/2018,2718.59,2718.59,2701.91,2711.45
5/16/2018,2712.62,2727.76,2712.17,2722.46
5/17/2018,2719.71,2731.96,2711.36,2720.13
5/18/2018,2717.35,2719.5,2709.18,2712.97
5/21/2018,2725.95,2739.19,2725.7,2733.01
5/22/2018,2738.34,2742.24,2721.88,2724.44
5/23/2018,2713.98,2733.33,2709.54,2733.29
5/24/2018,2730.94,2731.97,2707.38,2727.76
5/25/2018,2723.6,2727.36,2714.99,2721.33
5/29/2018,2705.11,2710.67,2676.81,2689.86
5/30/2018,2702.43,2729.34,2702.43,2724.01
5/31/2018,2720.98,2722.5,2700.68,2705.27
6/1/2018,2718.7,2736.93,2718.7,2734.62
6/4/2018,2741.67,2749.16,2740.54,2746.87
6/5/2018,2748.46,2752.61,2739.51,2748.8
6/6/2018,2753.25,2772.39,2748.46,2772.35
6/7/2018,2774.84,2779.9,2760.16,2770.37
6/8/2018,2765.84,2779.39,2763.59,2779.03
6/11/2018,2780.18,2790.21,2780.17,2782
6/12/2018,2785.6,2789.8,2778.78,2786.85
6/13/2018,2787.94,2791.47,2774.65,2775.63
6/14/2018,2783.21,2789.06,2776.52,2782.49
6/15/2018,2777.78,2782.81,2761.73,2779.66
6/18/2018,2765.79,2774.99,2757.12,2773.75
6/19/2018,2752.01,2765.05,2743.19,2762.59
6/20/2018,2769.73,2774.86,2763.91,2767.32
6/21/2018,2769.28,2769.28,2744.39,2749.76
6/22/2018,2760.79,2764.17,2752.68,2754.88
6/25/2018,2742.94,2742.94,2698.67,2717.07
6/26/2018,2722.12,2732.91,2715.6,2723.06
6/27/2018,2728.45,2746.09,2699.38,2699.63
6/28/2018,2698.69,2724.34,2691.99,2716.31
6/29/2018,2727.13,2743.26,2718.03,2718.37
7/2/2018,2704.95,2727.26,2698.95,2726.71
7/3/2018,2733.27,2736.58,2711.16,2713.22
7/5/2018,2724.19,2737.83,2716.02,2736.61
7/6/2018,2737.68,2764.41,2733.52,2759.82
7/9/2018,2768.51,2784.65,2768.51,2784.17
7/10/2018,2788.56,2795.58,2786.24,2793.84
7/11/2018,2779.82,2785.91,2770.77,2774.02
7/12/2018,2783.14,2799.22,2781.53,2798.29
7/13/2018,2796.93,2804.53,2791.69,2801.31
7/16/2018,2801.43,2803.71,2793.39,2798.43
7/17/2018,2789.34,2814.19,2789.24,2809.55
7/18/2018,2811.35,2816.76,2805.89,2815.62
7/19/2018,2809.37,2812.05,2799.77,2804.49
7/20/2018,2804.55,2809.7,2800.01,2801.83
7/23/2018,2799.17,2808.61,2795.14,2806.98
7/24/2018,2820.68,2829.99,2811.12,2820.4
7/25/2018,2817.73,2848.03,2817.73,2846.07
7/26/2018,2835.49,2845.57,2835.26,2837.44
7/27/2018,2842.35,2843.17,2808.34,2818.82
7/30/2018,2819,2821.74,2798.11,2802.6
7/31/2018,2809.73,2824.46,2808.06,2816.29
8/1/2018,2821.17,2825.83,2805.85,2813.36
8/2/2018,2800.48,2829.91,2796.34,2827.22
8/3/2018,2829.62,2840.38,2827.37,2840.35
8/6/2018,2840.29,2853.29,2835.98,2850.4
8/7/2018,2855.92,2863.43,2855.92,2858.45
8/8/2018,2856.79,2862.44,2853.09,2857.7
8/9/2018,2857.19,2862.48,2851.98,2853.58
8/10/2018,2839.64,2842.2,2825.81,2833.28
8/13/2018,2835.46,2843.4,2819.88,2821.93
8/14/2018,2827.88,2843.11,2826.58,2839.96
8/15/2018,2827.95,2827.95,2802.49,2818.37
8/16/2018,2831.44,2850.49,2831.44,2840.69
8/17/2018,2838.32,2855.63,2833.73,2850.13
8/20/2018,2853.93,2859.76,2850.62,2857.05
8/21/2018,2861.51,2873.23,2861.32,2862.96
8/22/2018,2860.99,2867.54,2856.05,2861.82
8/23/2018,2860.29,2868.78,2854.03,2856.98
8/24/2018,2862.35,2876.16,2862.35,2874.69
8/27/2018,2884.69,2898.25,2884.69,2896.74
8/28/2018,2901.45,2903.77,2893.5,2897.52
8/29/2018,2900.62,2916.5,2898.4,2914.04
8/30/2018,2908.94,2912.46,2895.22,2901.13
8/31/2018,2898.37,2906.32,2891.73,2901.52
9/4/2018,2896.96,2900.18,2885.13,2896.72
9/5/2018,2891.59,2894.21,2876.92,2888.6
9/6/2018,2888.64,2892.05,2867.29,2878.05
9/7/2018,2868.26,2883.81,2864.12,2871.68
9/10/2018,2881.39,2886.93,2875.94,2877.13
9/11/2018,2871.57,2892.52,2866.78,2887.89
9/12/2018,2888.29,2894.65,2879.2,2888.92
9/13/2018,2896.85,2906.76,2896.39,2904.18
9/14/2018,2906.38,2908.3,2895.77,2904.98
9/17/2018,2903.83,2904.65,2886.16,2888.8
9/18/2018,2890.74,2911.17,2890.43,2904.31
9/19/2018,2906.6,2912.36,2903.82,2907.95
9/20/2018,2919.73,2934.8,2919.73,2930.75
9/21/2018,2936.76,2940.91,2927.11,2929.67
9/24/2018,2921.83,2923.79,2912.63,2919.37
9/25/2018,2921.75,2923.95,2913.7,2915.56
9/26/2018,2916.98,2931.15,2903.28,2905.97
9/27/2018,2911.65,2927.22,2909.27,2914
9/28/2018,2910.03,2920.53,2907.5,2913.98
10/1/2018,2926.29,2937.06,2917.91,2924.59
10/2/2018,2923.8,2931.42,2919.37,2923.43
10/3/2018,2931.69,2939.86,2921.36,2925.51
10/4/2018,2919.35,2919.78,2883.92,2901.61
10/5/2018,2902.54,2909.64,2869.29,2885.57
10/8/2018,2877.53,2889.45,2862.08,2884.43
10/9/2018,2882.51,2894.83,2874.27,2880.34
10/10/2018,2873.9,2874.02,2784.86,2785.68
